_type,_id,restaurant_id,name,description,prices,survey,ratings
,4d83cb8188a847d8a900009f,4d83c94088a847d8a9000001,Baked Goat Cheese,"goat cheese, marinara, parmesan toast points",[7.99],,{}
,4d83cb8188a847d8a90000a0,4d83c94088a847d8a9000001,Mini Kobe Hot Dogs,"tempura-style smoked sausages, with trio of sauces: spicy ketchup, honey grain mustard, queso",[7.99],,{}
,4d83cb8188a847d8a90000a1,4d83c94088a847d8a9000001,Cheese Quesadilla,"sour cream, pico de gallo, guacamole",[5.99],,{}
,4d83cb8188a847d8a90000a2,4d83c94088a847d8a9000001,Turkey Melt,cheddar  & fried onions,[],,{}
,4d83cb8188a847d8a90000a3,4d83c94088a847d8a9000001,Cheeseburger,"cheddar, pickles, fried onions",[],,{}
,4d83cb8188a847d8a90000a4,4d83c94088a847d8a9000001,Philly Steak,"mushroom, onion, provolone, fried onions",[],,{}
,4d83cb8188a847d8a90000a5,4d83c94088a847d8a9000001,Classic Caesar,"romaine, parmesan, croutons",[7.99],,{}
,4d83cb8188a847d8a90000a6,4d83c94088a847d8a9000001,Bbq Chicken,"greens, chicken, charred corn, tomato, bacon, avocado, tortilla strips, bbq ranch dressing, fried onions",[11.99],,{}
,4d83cb8188a847d8a90000a7,4d83c94088a847d8a9000001,Pear,"greens, blue cheese, craisins, balsamic syrup, cider vinaigrette, candied nuts",[9.99],,{}
,4d83cb8188a847d8a90000a8,4d83c94088a847d8a9000001,Spinach Salad,"spinach, onion, tomato, hard boiled egg, goat cheese, warm bacon dressing",[9.99],,{}
,4d83cb8188a847d8a90000a9,4d83c94088a847d8a9000001,Chop Salad,"iceberg, bacon, tomato, avocado, carrot, blue cheese crumbles, onion, garbanzo, soybeans, egg, cucumber, tortilla strips, house dressing",[9.99],,{}
,4d83cb8188a847d8a90000aa,4d83c94088a847d8a9000001,Hong Kong Chicken,"romaine, chicken, carrot, mandarin oranges, charred corn, onion, avocado, sesame seed, peanut-ginger dressing, wontons",[11.99],,{}
,4d83ccdf88a847d8c40002e3,4d83c95b88a847d8a9000009,Ebi,,[],,{}
,4d83cb8188a847d8a90000ab,4d83c94088a847d8a9000001,Louie Wedge,"iceberg, bacon, onion, egg, bruschetta tomatoes, blue cheese crumbles, blue cheese dressing, vinaigrette",[7.99],,{}
,4d83cb8188a847d8a90000ac,4d83c94088a847d8a9000001,Hamburger*,,[7.99],,{}
,4d83cb8188a847d8a90000ad,4d83c94088a847d8a9000001,Louie*,"grilled onion, provolone, spicy giardiniera",[9.99],,{}
,4d83cb8188a847d8a90000ae,4d83c94088a847d8a9000001,Backyard BBQ*,"cheddar, bbq, bacon, fried onions",[9.99],,{}
,4d83cb8188a847d8a90000af,4d83c94088a847d8a9000001,Oriental*,"wasabi mayo, szechwan sauce, grilled pineapple, roasted red pepper",[9.99],,{}
,4d83cb8188a847d8a90000b0,4d83c94088a847d8a9000001,Fried Louie*,"bacon, cheddar, fried egg",[9.99],,{}
,4d83cb8188a847d8a90000b1,4d83c94088a847d8a9000001,Philly*,"mushroom, onion, provolone",[9.99],,{}
,4d83cb8188a847d8a90000b2,4d83c94088a847d8a9000001,Greek*,"tzatziki sauce, spinach, tomato, onion, cucumber, goat cheese, olive mix",[9.99],,{}
,4d83cb8188a847d8a90000b3,4d83c94088a847d8a9000001,Angry Louie*,"sriracha, fire sauce, pepper jack, fried jalapeños",[9.99],,{}
,4d83cb8188a847d8a90000b4,4d83c94088a847d8a9000001,Southwest*,"pepper jack, guacamole, jalapeños",[9.99],,{}
,4d83cb8188a847d8a90000b5,4d83c94088a847d8a9000001,Blue Louie*,"blue cheese, bacon, spinach, buffalo sauce",[9.99],,{}
,4d83cb8188a847d8a90000d5,4d83c94088a847d8a9000001,Iced Tea Or Lemonade,,[2.49],,{}
,4d83cb8188a847d8a90000b6,4d83c94088a847d8a9000001,Luigi,"shaved ribeye, lettuce, tomato, onion, mayo, olive oil",[9.99],,{}
,4d83cb8188a847d8a90000b7,4d83c94088a847d8a9000001,Mario,"salami, ham, pepperoni, provolone, tomato, lettuce, onion, italian dressing, mayo",[8.99],,{}
,4d83cb8188a847d8a90000b8,4d83c94088a847d8a9000001,Vesuvio Melt,"chicken, provolone, tomato, lettuce, onion, mayo, olive oil",[9.99],,{}
,4d83cb8188a847d8a90000b9,4d83c94088a847d8a9000001,B.L.T.T.,"turkey, bacon, lettuce, tomato, cheddar, mayo, multi-grain bread",[8.99],,{}
,4d83cb8188a847d8a90000ba,4d83c94088a847d8a9000001,Chicken Caesar,"grilled chicken, parmesan, romaine, onion, caesar dressing",[8.99],,{}
,4d83cb8188a847d8a90000bb,4d83c94088a847d8a9000001,Buffalo Chicken,"fried tenders, buffalo sauce, tomato, lettuce, blue cheese mayo",[9.99],,{}
,4d83cb8188a847d8a90000bc,4d83c94088a847d8a9000001,California Chicken Club,"grilled chicken breast, bacon, avocado, lettuce, tomato, pepper jack, onion ranch, multi-grain bread",[9.99],,{}
,4d83cb8188a847d8a90000bd,4d83c94088a847d8a9000001,Southern BBQ Pork,"pulled pork, bbq sauce, cheddar, fried onions, bun",[9.99],,{}
,4d83cb8188a847d8a90000be,4d83c94088a847d8a9000001,Blackened Fish Po'boy*,"lettuce, tomato, chipotle mayo, olive mix",[9.99],,{}
,4d83cb8188a847d8a90000bf,4d83c94088a847d8a9000001,Cuban Flatbread,"ham, pork, swiss, pickle, mustard",[8.99],,{}
,4d83cb8188a847d8a90000c0,4d83c94088a847d8a9000001,Bacon & Fried Egg*,"2 eggs, cheddar, bacon, lettuce, tomato, lemon-garlic mayo, sourdough",[7.99],,{}
,4d83cb8188a847d8a90000c1,4d83c94088a847d8a9000001,Aged Wisconsin Grilled Cheese,"cheddar, tomato, bacon, sourdough",[7.99],,{}
,4d83cb8188a847d8a90000c2,4d83c94088a847d8a9000001,Shrimp Po’boy,"blackened shrimp, lettuce, tomato, chipotle mayo",[9.99],,{}
,4d83cb8188a847d8a90000c3,4d83c94088a847d8a9000001,Louie Dagwood,"turkey, ham, salami, pepperoni, swiss, cheddar, lettuce, tomato, mayo, multi-grain bread",[9.99],,{}
,4d83cb8188a847d8a90000c4,4d83c94088a847d8a9000001,Beer-battered Fish,"blue moon battered, fried, tartar sauce, bun",[8.99],,{}
,4d83cb8188a847d8a90000c5,4d83c94088a847d8a9000001,Ham & Swiss Flatbread,"ham, swiss, lettuce, tomato, honey grain mustard",[8.99],,{}
,4d83cb8188a847d8a90000c6,4d83c94088a847d8a9000001,Grilled Veggie Wrap,"roasted carrot, zucchini, red pepper, spinach, avocado, hummus, goat cheese, pesto mayo, tortilla",[7.99],,{}
,4d83cb8188a847d8a90000c7,4d83c94088a847d8a9000001,Blackened Chicken Muffaletta,"chicken, marinara, mozzarella, olive mix, cajun seasoning",[8.99],,{}
,4d83cb8188a847d8a90000c8,4d83c94088a847d8a9000001,Cheeseburger*,"burger, ketchup, tomato, lettuce, onion, pickle, american cheese",[8.99],,{}
,4d83cb8188a847d8a90000c9,4d83c94088a847d8a9000001,Chicken Florentine,"chicken, tomato, parmesan, mozzarella, creamy spinach, luigi seasoning",[8.99],,{}
,4d83cb8188a847d8a90000ca,4d83c94088a847d8a9000001,White Louie,"chicken, giardiniera, mozzarella, alfredo, luigi seasoning",[9.99],,{}
,4d83cb8188a847d8a90000cb,4d83c94088a847d8a9000001,Veggie,"marinara, mushrooms, onion, zucchini, bell peppers, mozzarella",[7.99],,{}
,4d83cb8188a847d8a90000cc,4d83c94088a847d8a9000001,Buffalo Chicken,"fried chicken, buffalo sauce, mozzarella, carrot, celery, blue cheese crumbles",[9.99],,{}
,4d83cb8188a847d8a90000cd,4d83c94088a847d8a9000001,Italian Stallion,"marinara, double sausage, double pepperoni, onion, peppers, mozzarella, luigi seasoning",[9.99],,{}
,4d83cb8188a847d8a90000ce,4d83c94088a847d8a9000001,Tuscan Chicken Pasta,"chicken, artichoke, cavatappi, spinach, three cheese mixture, basil, tomato, alfredo",[12.99],,{}
,4d83cb8188a847d8a90000cf,4d83c94088a847d8a9000001,Voodoo Chicken,"blackened chicken breast, peppers, andouille, voodoo sauce, rice",[10.99],,{}
,4d83cb8188a847d8a90000d0,4d83c94088a847d8a9000001,Louie’s Taqueria Four Tacos Plato,"choose one of the 4 selections: chicken • baja fish • carnitas with corn tortilla, onion, cilantro, salsa, avocado, black beans & rice",[11.99],,{}
,4d83cb8188a847d8a90000d1,4d83c94088a847d8a9000001,Simply Grilled Fish*,"tilapia, chipotle lime butter, steamed broccoli",[11.99],,{}
,4d83cb8188a847d8a90000d2,4d83c94088a847d8a9000001,Mac & Cheese,"four cheese mixture, macaroni, baked golden brown",[9.99],,{}
,4d83cb8188a847d8a90000d3,4d83c94088a847d8a9000001,Lemon Chicken Pasta,"chicken, mushrooms, lemon alfredo, cavatappi",[12.99],,{}
,4d83cb8188a847d8a90000d4,4d83c94088a847d8a9000001,Blue Moon Fish & Chips,"beer-battered fish, fried, tartar sauce, seasoned french fries",[11.99],,{}
,4d83cb8188a847d8a90000d6,4d83c94088a847d8a9000001,"Coke, Diet Coke, Sprite",,[2.49],,{}
,4d83cb8188a847d8a90000d7,4d83c94088a847d8a9000001,Juice,orange or cranberry,[2.99],,{}
,4d83cb8188a847d8a90000d8,4d83c94088a847d8a9000001,Flavored Iced Tea Or Lemonade,,[3.49],,{}
,4d83cb8188a847d8a90000d9,4d83c94088a847d8a9000001,Brownie Bites,"vanilla ice cream, raspberry sauce",[3.99],,{}
,4d83cb8188a847d8a90000da,4d83c94088a847d8a9000001,Donut Holes,"vanilla pudding, chocolate sauce",[3.99],,{}
,4d83cb8188a847d8a90000db,4d83c94088a847d8a9000001,Carrot Cake Bites,caramel sauce,[3.99],,{}
,4d83cb8188a847d8a90000dc,4d83c94088a847d8a9000001,Trio-tinis,"brownie bites, donut holes, carrot cake bites",[9.99],,{}
,4d83cb8188a847d8a90000dd,4d83c94088a847d8a9000001,Buffalo BBQ or Spicy Szechwan,,[],,{}
,4d83cb8188a847d8a90000de,4d83c94088a847d8a9000001,Boneless Wings,add,[1.0],,{}
,4d83cb8188a847d8a90000df,4d83c94088a847d8a9000001,Fries,,[1.99],,{}
,4d83cb8188a847d8a90000e0,4d83c94088a847d8a9000001,Tater Tots,,[1.99],,{}
,4d83cb8188a847d8a90000e1,4d83c94088a847d8a9000001,Black Beans & Rice,,[2.99],,{}
,4d83cb8188a847d8a90000e2,4d83c94088a847d8a9000001,Broccoli,,[2.99],,{}
,4d83cb8188a847d8a90000e3,4d83c94088a847d8a9000001,Coleslaw,,[1.99],,{}
,4d83cb8188a847d8a90000e4,4d83c94088a847d8a9000001,Guacamole,,[1.99],,{}
,4d83cc5f88a847d8bd000001,4d83c94088a847d8a9000001,New Orleans Chicken Gumbo,,[],,{}
,4d83cc5f88a847d8bd000002,4d83c94088a847d8a9000001,Bruschetta Pomodoro,"grilled country bread, topped with garlic, tomato, oil, basil, parmesan",[6.99],,{}
,4d83cc5f88a847d8bd000003,4d83c94088a847d8a9000001,Bavarian Pretzel Sticks,"trio of sauces: cinnamon butter, queso, honey mustard",[6.99],,{}
,4d83cc5f88a847d8bd000004,4d83c94088a847d8a9000001,Trio Dips & Chips,"with salsa, guacamole, queso",[6.99],,{}
,4d83cc5f88a847d8bd000005,4d83c94088a847d8a9000001,Chicken Nachos,"crispy tortillas with spicy cheese sauce, grilled chicken, beans, pico de gallo, jalapeños, guacamole, sour cream",[9.99],,{}
,4d83cc5f88a847d8bd000006,4d83c94088a847d8a9000001,"Hummus, Tabbouleh & Tzatziki","warm pita bread, cucumbers",[7.99],,{}
,4d83cc5f88a847d8bd000007,4d83c94088a847d8a9000001,Tempura Shrimp,"trio of sauces: buffalo, szechwan, thai-chili lime",[9.99],,{}
,4d83cc5f88a847d8bd000008,4d83c94088a847d8a9000001,Crispy Calamari,"flour dusted, crispy fried, cocktail sauce",[9.99],,{}
,4d83cc5f88a847d8bd000009,4d83c94088a847d8a9000001,Potstickers,"pan-seared pork dumplings, szechwan sauce",[7.99],,{}
,4d83cc5f88a847d8bd00000a,4d83c94088a847d8a9000001,Wings,"buffalo, bbq, szechwan or en fuego (warning: en fuego extremely hot, available in small orders only)",[],,{}
,4d83cc5f88a847d8bd00000b,4d83c94088a847d8a9000001,Spinach & Artichoke Dip,with tortilla chips,[7.99],,{}
,4d83cc5f88a847d8bd00000c,4d83c94088a847d8a9000001,Loaded Fries Or Tots,"queso, giardiniera, bacon, scallions",[7.99],,{}
,4d83cc5f88a847d8bd00000d,4d83c94088a847d8a9000001,Zucchini Chips,"crisp parmesan breading, ranch, marinara, lemon aioli sauces",[7.99],,{}
,4d83cc5f88a847d8bd00000e,4d83c94088a847d8a9000001,Sweet & Spicy Popcorntini,"cinnamon butter popcorn, buffalo popcorn",[3.99],,{}
,4d83cc5f88a847d8bd00000f,4d83c94088a847d8a9000001,Baked Goat Cheese,"goat cheese, marinara, parmesan toast points",[7.99],,{}
,4d83cc5f88a847d8bd000010,4d83c94088a847d8a9000001,Mini Kobe Hot Dogs,"tempura-style smoked sausages, with trio of sauces: spicy ketchup, honey grain mustard, queso",[7.99],,{}
,4d83cc5f88a847d8bd000011,4d83c94088a847d8a9000001,Cheese Quesadilla,"sour cream, pico de gallo, guacamole",[5.99],,{}
,4d83cc5f88a847d8bd000012,4d83c94088a847d8a9000001,Turkey Melt,cheddar  & fried onions,[],,{}
,4d83cc5f88a847d8bd000013,4d83c94088a847d8a9000001,Cheeseburger,"cheddar, pickles, fried onions",[],,{}
,4d83cc5f88a847d8bd000014,4d83c94088a847d8a9000001,Philly Steak,"mushroom, onion, provolone, fried onions",[],,{}
,4d83cc5f88a847d8bd000015,4d83c94088a847d8a9000001,Classic Caesar,"romaine, parmesan, croutons",[7.99],,{}
,4d83cc5f88a847d8bd000016,4d83c94088a847d8a9000001,Bbq Chicken,"greens, chicken, charred corn, tomato, bacon, avocado, tortilla strips, bbq ranch dressing, fried onions",[11.99],,{}
,4d83cc5f88a847d8bd000017,4d83c94088a847d8a9000001,Pear,"greens, blue cheese, craisins, balsamic syrup, cider vinaigrette, candied nuts",[9.99],,{}
,4d83cc5f88a847d8bd000018,4d83c94088a847d8a9000001,Spinach Salad,"spinach, onion, tomato, hard boiled egg, goat cheese, warm bacon dressing",[9.99],,{}
,4d83cc5f88a847d8bd000019,4d83c94088a847d8a9000001,Chop Salad,"iceberg, bacon, tomato, avocado, carrot, blue cheese crumbles, onion, garbanzo, soybeans, egg, cucumber, tortilla strips, house dressing",[9.99],,{}
,4d83cc5f88a847d8bd00001a,4d83c94088a847d8a9000001,Hong Kong Chicken,"romaine, chicken, carrot, mandarin oranges, charred corn, onion, avocado, sesame seed, peanut-ginger dressing, wontons",[11.99],,{}
,4d83cc5f88a847d8bd00001b,4d83c94088a847d8a9000001,Louie Wedge,"iceberg, bacon, onion, egg, bruschetta tomatoes, blue cheese crumbles, blue cheese dressing, vinaigrette",[7.99],,{}
,4d83cc5f88a847d8bd00001c,4d83c94088a847d8a9000001,Hamburger*,,[7.99],,{}
,4d83cc5f88a847d8bd00001d,4d83c94088a847d8a9000001,Louie*,"grilled onion, provolone, spicy giardiniera",[9.99],,{}
,4d83cc5f88a847d8bd00001e,4d83c94088a847d8a9000001,Backyard BBQ*,"cheddar, bbq, bacon, fried onions",[9.99],,{}
,4d83cc5f88a847d8bd00001f,4d83c94088a847d8a9000001,Oriental*,"wasabi mayo, szechwan sauce, grilled pineapple, roasted red pepper",[9.99],,{}
,4d83cc5f88a847d8bd000020,4d83c94088a847d8a9000001,Fried Louie*,"bacon, cheddar, fried egg",[9.99],,{}
,4d83cc5f88a847d8bd000021,4d83c94088a847d8a9000001,Philly*,"mushroom, onion, provolone",[9.99],,{}
,4d83cc5f88a847d8bd000022,4d83c94088a847d8a9000001,Greek*,"tzatziki sauce, spinach, tomato, onion, cucumber, goat cheese, olive mix",[9.99],,{}
,4d83cc5f88a847d8bd000023,4d83c94088a847d8a9000001,Angry Louie*,"sriracha, fire sauce, pepper jack, fried jalapeños",[9.99],,{}
,4d83cc5f88a847d8bd000024,4d83c94088a847d8a9000001,Southwest*,"pepper jack, guacamole, jalapeños",[9.99],,{}
,4d83cc5f88a847d8bd000025,4d83c94088a847d8a9000001,Blue Louie*,"blue cheese, bacon, spinach, buffalo sauce",[9.99],,{}
,4d83cc5f88a847d8bd000026,4d83c94088a847d8a9000001,Luigi,"shaved ribeye, lettuce, tomato, onion, mayo, olive oil",[9.99],,{}
,4d83cc5f88a847d8bd000027,4d83c94088a847d8a9000001,Mario,"salami, ham, pepperoni, provolone, tomato, lettuce, onion, italian dressing, mayo",[8.99],,{}
,4d83cc5f88a847d8bd000028,4d83c94088a847d8a9000001,Vesuvio Melt,"chicken, provolone, tomato, lettuce, onion, mayo, olive oil",[9.99],,{}
,4d83cc5f88a847d8bd000029,4d83c94088a847d8a9000001,B.L.T.T.,"turkey, bacon, lettuce, tomato, cheddar, mayo, multi-grain bread",[8.99],,{}
,4d83cc5f88a847d8bd00002a,4d83c94088a847d8a9000001,Chicken Caesar,"grilled chicken, parmesan, romaine, onion, caesar dressing",[8.99],,{}
,4d83cc5f88a847d8bd00002b,4d83c94088a847d8a9000001,Buffalo Chicken,"fried tenders, buffalo sauce, tomato, lettuce, blue cheese mayo",[9.99],,{}
,4d83cc5f88a847d8bd00002f,4d83c94088a847d8a9000001,Cuban Flatbread,"ham, pork, swiss, pickle, mustard",[8.99],,{}
,4d83cc5f88a847d8bd00002c,4d83c94088a847d8a9000001,California Chicken Club,"grilled chicken breast, bacon, avocado, lettuce, tomato, pepper jack, onion ranch, multi-grain bread",[9.99],,{}
,4d83cc5f88a847d8bd00002d,4d83c94088a847d8a9000001,Southern BBQ Pork,"pulled pork, bbq sauce, cheddar, fried onions, bun",[9.99],,{}
,4d83cc5f88a847d8bd00002e,4d83c94088a847d8a9000001,Blackened Fish Po'boy*,"lettuce, tomato, chipotle mayo, olive mix",[9.99],,{}
,4d83cc5f88a847d8bd000030,4d83c94088a847d8a9000001,Bacon & Fried Egg*,"2 eggs, cheddar, bacon, lettuce, tomato, lemon-garlic mayo, sourdough",[7.99],,{}
,4d83cc5f88a847d8bd000031,4d83c94088a847d8a9000001,Aged Wisconsin Grilled Cheese,"cheddar, tomato, bacon, sourdough",[7.99],,{}
,4d83cc5f88a847d8bd000032,4d83c94088a847d8a9000001,Shrimp Po’boy,"blackened shrimp, lettuce, tomato, chipotle mayo",[9.99],,{}
,4d83cc5f88a847d8bd000033,4d83c94088a847d8a9000001,Louie Dagwood,"turkey, ham, salami, pepperoni, swiss, cheddar, lettuce, tomato, mayo, multi-grain bread",[9.99],,{}
,4d83cc5f88a847d8bd000034,4d83c94088a847d8a9000001,Beer-battered Fish,"blue moon battered, fried, tartar sauce, bun",[8.99],,{}
,4d83cc5f88a847d8bd000035,4d83c94088a847d8a9000001,Ham & Swiss Flatbread,"ham, swiss, lettuce, tomato, honey grain mustard",[8.99],,{}
,4d83cc5f88a847d8bd000036,4d83c94088a847d8a9000001,Grilled Veggie Wrap,"roasted carrot, zucchini, red pepper, spinach, avocado, hummus, goat cheese, pesto mayo, tortilla",[7.99],,{}
,4d83cc5f88a847d8bd000037,4d83c94088a847d8a9000001,Blackened Chicken Muffaletta,"chicken, marinara, mozzarella, olive mix, cajun seasoning",[8.99],,{}
,4d83cc5f88a847d8bd000038,4d83c94088a847d8a9000001,Cheeseburger*,"burger, ketchup, tomato, lettuce, onion, pickle, american cheese",[8.99],,{}
,4d83cc5f88a847d8bd000039,4d83c94088a847d8a9000001,Chicken Florentine,"chicken, tomato, parmesan, mozzarella, creamy spinach, luigi seasoning",[8.99],,{}
,4d83cc5f88a847d8bd00003a,4d83c94088a847d8a9000001,White Louie,"chicken, giardiniera, mozzarella, alfredo, luigi seasoning",[9.99],,{}
,4d83cc5f88a847d8bd00003b,4d83c94088a847d8a9000001,Veggie,"marinara, mushrooms, onion, zucchini, bell peppers, mozzarella",[7.99],,{}
,4d83cc5f88a847d8bd00003c,4d83c94088a847d8a9000001,Buffalo Chicken,"fried chicken, buffalo sauce, mozzarella, carrot, celery, blue cheese crumbles",[9.99],,{}
,4d83cc5f88a847d8bd00003d,4d83c94088a847d8a9000001,Italian Stallion,"marinara, double sausage, double pepperoni, onion, peppers, mozzarella, luigi seasoning",[9.99],,{}
,4d83cc5f88a847d8bd00003e,4d83c94088a847d8a9000001,Tuscan Chicken Pasta,"chicken, artichoke, cavatappi, spinach, three cheese mixture, basil, tomato, alfredo",[12.99],,{}
,4d83cc5f88a847d8bd00003f,4d83c94088a847d8a9000001,Voodoo Chicken,"blackened chicken breast, peppers, andouille, voodoo sauce, rice",[10.99],,{}
,4d83cc5f88a847d8bd000040,4d83c94088a847d8a9000001,Louie’s Taqueria Four Tacos Plato,"choose one of the 4 selections: chicken • baja fish • carnitas with corn tortilla, onion, cilantro, salsa, avocado, black beans & rice",[11.99],,{}
,4d83cc5f88a847d8bd000041,4d83c94088a847d8a9000001,Simply Grilled Fish*,"tilapia, chipotle lime butter, steamed broccoli",[11.99],,{}
,4d83cc5f88a847d8bd000042,4d83c94088a847d8a9000001,Mac & Cheese,"four cheese mixture, macaroni, baked golden brown",[9.99],,{}
,4d83cc5f88a847d8bd000043,4d83c94088a847d8a9000001,Lemon Chicken Pasta,"chicken, mushrooms, lemon alfredo, cavatappi",[12.99],,{}
,4d83cc5f88a847d8bd000044,4d83c94088a847d8a9000001,Blue Moon Fish & Chips,"beer-battered fish, fried, tartar sauce, seasoned french fries",[11.99],,{}
,4d83cc5f88a847d8bd000045,4d83c94088a847d8a9000001,Iced Tea Or Lemonade,,[2.49],,{}
,4d83cc5f88a847d8bd000046,4d83c94088a847d8a9000001,"Coke, Diet Coke, Sprite",,[2.49],,{}
,4d83cc5f88a847d8bd000047,4d83c94088a847d8a9000001,Juice,orange or cranberry,[2.99],,{}
,4d83cc5f88a847d8bd000048,4d83c94088a847d8a9000001,Flavored Iced Tea Or Lemonade,,[3.49],,{}
,4d83cc5f88a847d8bd000049,4d83c94088a847d8a9000001,Brownie Bites,"vanilla ice cream, raspberry sauce",[3.99],,{}
,4d83cc5f88a847d8bd00004a,4d83c94088a847d8a9000001,Donut Holes,"vanilla pudding, chocolate sauce",[3.99],,{}
,4d83cc5f88a847d8bd00004b,4d83c94088a847d8a9000001,Carrot Cake Bites,caramel sauce,[3.99],,{}
,4d83cc5f88a847d8bd00004c,4d83c94088a847d8a9000001,Trio-tinis,"brownie bites, donut holes, carrot cake bites",[9.99],,{}
,4d83cc5f88a847d8bd00004d,4d83c94088a847d8a9000001,Buffalo BBQ or Spicy Szechwan,,[],,{}
,4d83cc5f88a847d8bd00004e,4d83c94088a847d8a9000001,Boneless Wings,add,[1.0],,{}
,4d83cc5f88a847d8bd00004f,4d83c94088a847d8a9000001,Fries,,[1.99],,{}
,4d83cc5f88a847d8bd000050,4d83c94088a847d8a9000001,Tater Tots,,[1.99],,{}
,4d83cc5f88a847d8bd000051,4d83c94088a847d8a9000001,Black Beans & Rice,,[2.99],,{}
,4d83cc5f88a847d8bd000052,4d83c94088a847d8a9000001,Broccoli,,[2.99],,{}
,4d83cc5f88a847d8bd000053,4d83c94088a847d8a9000001,Coleslaw,,[1.99],,{}
,4d83cc5f88a847d8bd000054,4d83c94088a847d8a9000001,Guacamole,,[1.99],,{}
,4d83cc9988a847d8c1000001,4d83c94088a847d8a9000001,New Orleans Chicken Gumbo,,[],,{}
,4d83cc9988a847d8c1000002,4d83c94088a847d8a9000001,Bruschetta Pomodoro,"grilled country bread, topped with garlic, tomato, oil, basil, parmesan",[6.99],,{}
,4d83cc9988a847d8c1000003,4d83c94088a847d8a9000001,Bavarian Pretzel Sticks,"trio of sauces: cinnamon butter, queso, honey mustard",[6.99],,{}
,4d83cc9988a847d8c1000004,4d83c94088a847d8a9000001,Trio Dips & Chips,"with salsa, guacamole, queso",[6.99],,{}
,4d83cc9988a847d8c1000005,4d83c94088a847d8a9000001,Chicken Nachos,"crispy tortillas with spicy cheese sauce, grilled chicken, beans, pico de gallo, jalapeños, guacamole, sour cream",[9.99],,{}
,4d83cc9988a847d8c1000006,4d83c94088a847d8a9000001,"Hummus, Tabbouleh & Tzatziki","warm pita bread, cucumbers",[7.99],,{}
,4d83cc9988a847d8c1000007,4d83c94088a847d8a9000001,Tempura Shrimp,"trio of sauces: buffalo, szechwan, thai-chili lime",[9.99],,{}
,4d83cc9988a847d8c1000008,4d83c94088a847d8a9000001,Crispy Calamari,"flour dusted, crispy fried, cocktail sauce",[9.99],,{}
,4d83cc9988a847d8c1000009,4d83c94088a847d8a9000001,Potstickers,"pan-seared pork dumplings, szechwan sauce",[7.99],,{}
,4d83cc9988a847d8c100000a,4d83c94088a847d8a9000001,Wings,"buffalo, bbq, szechwan or en fuego (warning: en fuego extremely hot, available in small orders only)",[],,{}
,4d83cc9988a847d8c100000b,4d83c94088a847d8a9000001,Spinach & Artichoke Dip,with tortilla chips,[7.99],,{}
,4d83cc9988a847d8c100000c,4d83c94088a847d8a9000001,Loaded Fries Or Tots,"queso, giardiniera, bacon, scallions",[7.99],,{}
,4d83cc9988a847d8c100000d,4d83c94088a847d8a9000001,Zucchini Chips,"crisp parmesan breading, ranch, marinara, lemon aioli sauces",[7.99],,{}
,4d83cc9988a847d8c100000e,4d83c94088a847d8a9000001,Sweet & Spicy Popcorntini,"cinnamon butter popcorn, buffalo popcorn",[3.99],,{}
,4d83cc9988a847d8c100000f,4d83c94088a847d8a9000001,Baked Goat Cheese,"goat cheese, marinara, parmesan toast points",[7.99],,{}
